weather_desc,is_member,duration_mean,count,start_station_name,end_station_name
cloudy,N,17.977777777777778,3,Square St-Louis,Towers / Ste-Catherine
cloudy,Y,22.816666666666666,2,Lajeunesse / Jean-Talon,Drolet / Laurier
cloudy,Y,6.133333333333334,1,Cadillac / Sherbrooke,Chauveau / de l'Assomption
cloudy,N,12.516666666666667,1,du Mont-Royal / Augustin-Frigon,Métro Papineau (Cartier / Ste-Catherine)
cloudy,Y,13.183333333333334,1,Édouard-Montpetit / Stirling,Parc Jeanne Mance (monument George-Étienne Cartier)
cloudy,Y,8.766666666666667,1,Marseille / Viau,de la Salle / Ste-Catherine
rain,Y,82.15833333333333,2,Mansfield / Sherbrooke,de la Commune / Place Jacques-Cartier
cloudy,Y,13.558333333333334,2,Benny / Crescent,Victoria / de Maisonneuve
mist,Y,11.166666666666666,1,Berri / St-Grégoire,St-Urbain / René-Lévesque
cloudy,Y,11.616666666666667,1,St-Urbain / de la Gauchetière,Notre-Dame / de la Montagne
cloudy,Y,5.05,4,Hochelaga / Chapleau,Dorion / Ontario
cloudy,N,20.45,1,Prince-Arthur / du Parc,Boyer / Rosemont
sky is clear,Y,15.658333333333333,2,Parc Jean-Brillant (Swail / Decelles),Clark / Rachel
mist,Y,10.533333333333333,1,Gilford / Brébeuf,de Bordeaux / Sherbrooke
fog,Y,3.361111111111111,3,de l'Église / de Verdun,Regina / Verdun
cloudy,Y,8.941666666666666,2,St-Mathieu /Ste-Catherine,Augustin-Cantin / Shearer
sky is clear,Y,20.666666666666668,1,Métro St-Laurent (de Maisonneuve / St-Laurent),Gascon / Rachel
sky is clear,N,15.35,1,Lajeunesse / Villeray (place Tapéo),Bernard / Jeanne-Mance
mist,Y,6.716666666666667,1,Bernard / Clark,de Châteaubriand / Beaubien
cloudy,Y,27.141666666666666,2,Métro St-Laurent (de Maisonneuve / St-Laurent),Boyer / Rosemont
cloudy,Y,11.533333333333333,2,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),Crescent / René-Lévesque
cloudy,Y,15.783333333333333,1,de Liège / Lajeunesse,Basile-Routhier / Gouin
light intensity drizzle,Y,7.15,3,Drummond / Ste-Catherine,Notre-Dame / Peel
mist,N,22.133333333333333,1,Métro Joliette  (Joliette / Hochelaga),de Bullion / du Mont-Royal
cloudy,Y,6.544444444444445,3,Mansfield / Sherbrooke,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle)
cloudy,Y,7.483333333333333,1,Marmier / St-Denis,Chambord / Laurier
cloudy,Y,17.916666666666668,1,de la Gauchetière / de Bleury,de Maisonneuve / Greene
cloudy,Y,1.1666666666666667,1,Roy / St-Christophe,St-André / Cherrier
cloudy,Y,49.666666666666664,1,LaSalle / Crawford,LaSalle / Crawford
sky is clear,Y,7.766666666666667,1,St-Jacques / St-Laurent,Sanguinet / Ontario
fog,Y,10.05,1,Dézéry / Ontario,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX)
cloudy,Y,4.7,25,Marquette / du Mont-Royal,Boyer / du Mont-Royal
cloudy,Y,29.066666666666666,1,St-Dominique / Jean-Talon,de la Gauchetière / de Bleury
fog,Y,6.366666666666666,3,Villeneuve / St-Laurent,Duluth / St-Denis
cloudy,N,2.011111111111111,3,Montcalm / de Maisonneuve,Montcalm / Ontario
sky is clear,Y,19.633333333333333,1,Lincoln / Lambert Closse,Benny / Crescent
cloudy,Y,16.633333333333333,1,Marquette / du Mont-Royal,Chabot / de Bellechasse
cloudy,Y,13.05,1,Ottawa/St-Thomas,de la Commune / Place Jacques-Cartier
fog,Y,5.933333333333334,2,Ste-Famille / Sherbrooke,St-Jacques / St-Laurent
cloudy,Y,17.916666666666668,1,Hutchison/ Prince-Arthur,Bloomfield / Bernard
cloudy,Y,7.416666666666667,2,St-Jacques / St-Pierre,Berri / de Maisonneuve
cloudy,Y,7.983333333333333,1,Resther / du Mont-Royal,Clark / Guilbault
cloudy,Y,26.65,1,Prince-Arthur / du Parc,Beaucourt / de la Côte-Ste-Catherine
sky is clear,N,3.566666666666667,1,Clark / Laurier,Métro Laurier (Rivard / Laurier)
rain,N,3.0833333333333335,1,Duluth / de l'Esplanade,Milton / du Parc
cloudy,Y,41.65,1,Ste-Famille / Sherbrooke,6e avenue / Rosemont
mist,N,8.683333333333334,1,Marie-Anne / St-Hubert,Ste-Catherine / St-Hubert
sky is clear,Y,14.333333333333334,1,Chambord / Jean-Talon,de St-Vallier / Rosemont
cloudy,Y,24.316666666666666,1,de la Roche / St-Joseph,de Darlington / de la Côte-Ste-Catherine
cloudy,Y,12.283333333333333,1,Coloniale / du Mont-Royal,Montcalm / de Maisonneuve
cloudy,Y,11.883333333333333,1,de Châteaubriand / Beaubien,St-André / Duluth
rain,Y,7.966666666666667,1,Berri / de Maisonneuve,St-Jacques / St-Pierre
cloudy,N,13.283333333333333,2,Émile-Duployé / Sherbrooke,Milton / Université
mist,Y,16.3,1,Bel Air / St-Antoine,de la Commune / McGill
cloudy,Y,13.25,1,St-André / St-Antoine,Gilford / Brébeuf
cloudy,N,1.5666666666666667,1,Marie-Anne / St-Hubert,Berri / Rachel
cloudy,Y,10.8,1,Coloniale / du Mont-Royal,Gilford / Brébeuf
sky is clear,Y,14.45,1,Garnier / St-Joseph,Berri / de Maisonneuve
fog,Y,21.477777777777778,3,Métro Outremont (Wiseman / Van Horne),de Liège / Lajeunesse
cloudy,Y,9.807407407407407,9,Prince-Arthur / du Parc,Mansfield / Sherbrooke
cloudy,Y,22.054166666666667,4,Berri / de Maisonneuve,Marquette / St-Grégoire
fog,Y,19.408333333333335,2,Bernard / Jeanne-Mance,Metcalfe / de Maisonneuve
mist,N,8.016666666666667,1,President-Kennedy / Robert Bourassa,Crescent / René-Lévesque
sky is clear,Y,8.383333333333333,2,Rushbrooke /  Caisse,Métro Charlevoix (Centre / Charlevoix)
cloudy,Y,4.891666666666667,2,de Maisonneuve / de Bleury,Milton / Clark
mist,N,20.15,1,St-Dominique / Rachel,de Gaspé / de Liège
rain,Y,15.266666666666667,1,Cartier / Bélanger,de Gaspé / St-Viateur
cloudy,N,16.783333333333335,1,Ville-Marie / Ste-Catherine,Parthenais / Ste-Catherine
mist,Y,11.666666666666666,1,Berri / Cherrier,de Maisonneuve / Aylmer
cloudy,N,22.1,1,St-Dominique / St-Zotique,de Maisonneuve / Aylmer
sky is clear,Y,17.529999999999998,5,de la Commune / Place Jacques-Cartier,Berri / Cherrier
cloudy,Y,17.35,4,St-Dominique / St-Viateur,Montcalm / de Maisonneuve
cloudy,N,21.441666666666666,2,de la Roche / du Mont-Royal,de Maisonneuve / Robert-Bourassa
cloudy,Y,16.858333333333334,2,Jeanne Mance / du Mont-Royal,Mackay /de Maisonneuve (Sud)
cloudy,Y,17.966666666666665,1,Hôtel-de-Ville (du Champs-de-Mars / Gosford),Ste-Catherine / Ste-Élisabeth
cloudy,N,10.016666666666667,2,Terrasse Mercure / Fullum,Dézéry / Ontario
cloudy,N,4.575,2,de l'Hôtel-de-Ville / Sherbrooke,Milton / Clark
cloudy,Y,2.188888888888889,3,Cartier / Marie-Anne,de Bordeaux / Marie-Anne
fog,Y,14.516666666666667,1,Villeneuve / du Parc,Champlain / Ontario
cloudy,Y,9.366666666666667,1,Villeneuve / du Parc,Milton / Durocher
cloudy,Y,12.708333333333334,6,Métro Joliette  (Joliette / Hochelaga),10e avenue / Masson
mist,N,23.466666666666665,1,1ère avenue / Masson,Métro St-Laurent (de Maisonneuve / St-Laurent)
cloudy,Y,23.766666666666666,1,McGill / des Récollets,Regina / Verdun
cloudy,Y,10.1,1,Square St-Louis,Jeanne Mance / du Mont-Royal
cloudy,N,16.566666666666666,1,Hutchison/ Prince-Arthur,Victoria / de Maisonneuve
cloudy,N,12.85,1,Ste-Catherine / St-Denis,Rachel / Brébeuf
cloudy,N,20.466666666666665,6,Ste-Catherine / St-Denis,Square Phillips
sky is clear,Y,8.125,2,de Bordeaux / Beaubien,Chambord / Beaubien
sky is clear,N,28.391666666666666,2,Parc Jean-Brillant (Swail / Decelles),Bel Air / St-Antoine
sky is clear,Y,20.766666666666666,1,de Kent / Victoria,Métro Acadie (de l'Acadie / Beaumont)
cloudy,Y,13.516666666666667,3,Ste-Catherine / St-Hubert,Sherbrooke / Frontenac
cloudy,Y,20.55,2,Villeneuve / du Parc,St-Mathieu /Ste-Catherine
fog,Y,5.85,1,Calixa-Lavallée / Sherbrooke,de l'Hôtel-de-Ville / Sherbrooke
cloudy,Y,15.9625,4,Notre-Dame / Chatham,Bishop / de Maisonneuve
fog,Y,36.233333333333334,2,Mackay /de Maisonneuve (Sud),de Darlington / de la Côte-Ste-Catherine
cloudy,Y,5.45,7,Berri / Cherrier,du Parc-La Fontaine / Duluth
cloudy,N,16.208333333333332,2,Boyer / Bélanger,des Érables / Rachel
cloudy,Y,5.55,1,Montcalm / de Maisonneuve,Calixa-Lavallée / Sherbrooke
fog,Y,21.566666666666666,1,de l'Hôtel-de-Ville / Roy,d'Orléans / Masson
rain,Y,15.933333333333334,1,Ropery / Augustin-Cantin,de la Montagne / Sherbrooke
cloudy,Y,20.108333333333334,2,Shearer / Centre,Hutchison / des Pins
cloudy,Y,12.908333333333333,2,Gary-Carter / St-Laurent,St-Dominique / St-Viateur
cloudy,Y,26.466666666666665,2,St-André / Duluth,Laval / du Mont-Royal
rain,Y,15.716666666666667,1,Berri / Cherrier,Fullum / Gilford
cloudy,Y,11.516666666666667,2,Bel Air / St-Antoine,Greene / Workman
sky is clear,Y,4.391666666666667,2,Fairmount / St-Dominique,de Mentana / Laurier
mist,Y,4.675,2,Berri / Rachel,de la Roche / du Mont-Royal
sky is clear,Y,14.216666666666667,2,St-Viateur/Parc,St-Urbain / de la Gauchetière
sky is clear,Y,25.666666666666668,2,de Vendôme / de Maisonneuve,McGill / Place d'Youville
mist,Y,9.782051282051281,13,St-Dominique / Rachel,Berri / de Maisonneuve
cloudy,N,8.766666666666667,1,Cartier / Marie-Anne,Omer-Lavallée / Midway
cloudy,N,11.8,1,De la Commune / King,Hutchison / des Pins
sky is clear,N,5.704166666666667,4,St-André / Ontario,Alexandre-DeSève / de Maisonneuve
cloudy,N,21.466666666666665,1,Cartier / Rosemont,Berri / Cherrier
cloudy,N,29.67777777777778,3,Parc Plage,Quai de la navette fluviale
cloudy,N,13.566666666666666,2,Beaudry / Sherbrooke,Fairmount / St-Dominique
cloudy,Y,3.3666666666666667,1,Duluth / de l'Esplanade,Hutchison / des Pins
cloudy,Y,8.9,1,St-Zotique / Clark,Parc Père-Marquette (Chambord / Rosemont)
cloudy,Y,3.2357142857142858,7,Ville-Marie / Ste-Catherine,Bennett / Ste-Catherine
cloudy,Y,6.883333333333334,1,Waverly / St-Zotique,Boyer / Bélanger
cloudy,Y,15.683333333333334,2,Waverly / St-Zotique,Boyer / du Mont-Royal
cloudy,Y,4.441666666666666,4,Maguire / Henri-Julien,Villeneuve / de l'Hôtel-de-Ville
cloudy,Y,18.733333333333334,1,Ropery / Augustin-Cantin,St-Jacques / St-Laurent
cloudy,Y,17.355555555555554,3,de Lanaudière / Marie-Anne,St-Dominique / St-Viateur
mist,Y,10.725,2,Poupart / Ste-Catherine,Square Ahmerst / Wolfe
cloudy,Y,38.40833333333333,2,Roy / St-Laurent,Métro Angrignon
fog,Y,4.383333333333334,2,Rivard / Rachel,du Parc-La Fontaine / Duluth
sky is clear,N,18.55,1,Prince-Arthur / du Parc,d'Orléans / Hochelaga
cloudy,Y,8.583333333333334,2,Louis Hémon / Rosemont,26e avenue / Beaubien
mist,Y,10.0,1,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),De la Commune / King
cloudy,Y,14.0,1,Chabot / Everett,Émile-Duployé / Sherbrooke
rain,Y,8.438888888888888,3,Prince-Arthur / du Parc,St-Hubert / Rachel
cloudy,N,16.716666666666665,1,Villeneuve / de l'Hôtel-de-Ville,Guizot / St-Laurent
cloudy,Y,10.627777777777776,3,du Mont-Royal / Clark,de Maisonneuve / Aylmer
cloudy,Y,1.4,1,St-Zotique / Clark,St-Urbain / Beaubien
sky is clear,Y,16.26111111111111,3,Hutchison / Edouard Charles,de Maisonneuve / Aylmer
mist,Y,8.422222222222222,3,Lajeunesse / Villeray (place Tapéo),Boyer / St-Zotique
cloudy,N,19.15,2,Chambord / Laurier,Logan / d'Iberville
cloudy,Y,10.616666666666667,2,Cartier / St-Joseph,de Gaspé / Fairmount
cloudy,N,8.972222222222223,3,St-André / de Maisonneuve,de Maisonneuve / de Bleury
sky is clear,Y,15.992857142857142,7,Cartier / St-Joseph,Berri / de Maisonneuve
cloudy,Y,23.716666666666665,1,St-Dominique / St-Zotique,Hôtel-de-Ville (du Champs-de-Mars / Gosford)
cloudy,Y,12.15,1,Métro Parc  (Ogilvy / Hutchison),Leman / de Chateaubriand
cloudy,Y,3.683333333333333,2,de Maisonneuve / Aylmer,Milton / Université
rain,Y,24.533333333333335,1,Chambord / Laurier,Notre-Dame / Peel
cloudy,Y,16.8,1,d'Outremont / Ogilvy,Clark / St-Viateur
cloudy,Y,4.672222222222222,3,Berri / de Maisonneuve,Plessis / René-Lévesque
sky is clear,Y,16.65,1,Faillon / St-Denis,Dandurand / de Lorimier
cloudy,Y,17.41,5,de la Commune / St-Sulpice,Square Victoria
mist,Y,25.4,1,St-Mathieu / Sherbrooke,5e avenue / Bannantyne
cloudy,N,7.933333333333334,2,St-André / Cherrier,St-André / Cherrier
cloudy,N,23.65,1,Fullum / Sherbrooke ,de Châteaubriand / Beaubien
cloudy,Y,3.2333333333333334,1,Square Phillips,Hutchison / Sherbrooke
cloudy,Y,15.516666666666667,3,Villeneuve / de l'Hôtel-de-Ville,de Châteaubriand / Beaubien
cloudy,Y,8.516666666666667,1,de Bordeaux / Sherbrooke,Ontario / du Havre
cloudy,Y,23.55,1,Henri-Julien / Jean-Talon,Ste-Famille / Sherbrooke
mist,Y,6.666666666666667,1,Notre-Dame / St-Gabriel,St-Jacques / Gauvin
cloudy,Y,21.6,2,Fabre / St-Zotique,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)
thunderstorm,Y,12.466666666666667,2,Resther / du Mont-Royal,Hutchison / des Pins
cloudy,Y,4.761111111111111,3,des Érables / Gauthier,Cartier / Marie-Anne
sky is clear,Y,12.28888888888889,3,Wolfe / René-Lévesque,de la Commune / McGill
sky is clear,Y,14.033333333333333,1,Napoléon /  St-Dominique,Alexandre-DeSève / de Maisonneuve
cloudy,Y,20.8,1,Fabre / St-Zotique,Parc Jeanne Mance (monument George-Étienne Cartier)
rain,Y,24.483333333333334,1,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Square Sir-Georges-Etienne-Cartier / Ste-Émilie
cloudy,Y,23.2,2,Lajeunesse / Villeray (place Tapéo),de Darlington / de la Côte-Ste-Catherine
cloudy,Y,14.683333333333334,3,16e avenue / Beaubien,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)
sky is clear,Y,4.083333333333333,1,Rachel / Brébeuf,de Bordeaux / Rachel
mist,Y,15.433333333333334,1,Beaudry / Sherbrooke,Ste-Catherine / Ste-Élisabeth
mist,Y,6.633333333333334,1,Bloomfield / Van Horne,de Bellechasse / de St-Vallier
cloudy,Y,4.066666666666666,1,St-Antoine / St-François-Xavier,McGill / des Récollets
fog,Y,12.066666666666666,1,Faillon / St-Hubert,Faillon / St-Hubert
fog,Y,8.375,2,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,Briand / Carron
mist,Y,25.4,1,Mackay / René-Lévesque,Ste-Catherine / St-Hubert
cloudy,Y,12.966666666666667,2,Clark / Rachel,de la Gauchetière / de Bleury
mist,Y,26.563333333333333,5,Métro Papineau (Cartier / Ste-Catherine),Quai de la navette fluviale
cloudy,N,17.05,2,Hudson / de Kent,Casgrain / de Bellechasse
cloudy,Y,11.183333333333334,1,Parc J.-Arthur-Champagne (Chambly / du Mont-Royal),Bercy / Ontario
mist,Y,16.541666666666668,2,Alexandra / Waverly,Messier / du Mont-Royal
cloudy,Y,11.308333333333334,2,Bishop / Ste-Catherine,Métro Place-d'Armes (Viger / St-Urbain)
mist,Y,4.6,1,Beaudry / Sherbrooke,Square St-Louis
cloudy,Y,23.983333333333334,1,Marché Maisonneuve,Ste-Catherine / St-Hubert
cloudy,Y,11.466666666666667,1,Drolet / Beaubien,Cartier / Rosemont
sky is clear,Y,10.616666666666667,1,St-Denis / de Maisonneuve,Rachel / Brébeuf
cloudy,Y,3.85,1,Boyer / Jean-Talon,De La Roche / Everett
cloudy,Y,16.725,2,Hutchison/ Prince-Arthur,de Bullion / St-Joseph
cloudy,Y,2.9,1,St-Jacques / Gauvin,de la Gauchetière / de Bleury
rain,Y,6.066666666666666,4,St-André / Duluth,de l'Hôtel-de-Ville / Sherbrooke
rain,Y,29.5,1,University / Prince-Arthur,1ère avenue / Beaubien
cloudy,Y,13.583333333333334,1,Robin / de la Visitation,Ste-Catherine / Dézéry
cloudy,Y,5.7,1,de Maisonneuve / Aylmer,Square Victoria
sky is clear,Y,13.1,1,de Bullion / St-Joseph,Casgrain / Mozart
fog,Y,7.533333333333333,1,Laval / Duluth,Wolfe / Robin
sky is clear,Y,7.591666666666667,2,Marquette / du Mont-Royal,de la Roche / du Mont-Royal
cloudy,Y,14.183333333333334,1,de la Gauchetière / Robert-Bourassa,Alexandre-de-Sève / la Fontaine
cloudy,Y,9.65,1,de Lanaudière / Marie-Anne,Sanguinet / Ontario
cloudy,N,14.25,1,du Mont-Royal / Clark,Marquette / du Mont-Royal
cloudy,Y,12.116666666666667,1,University / Prince-Arthur,St-André / de Maisonneuve
sky is clear,Y,10.17962962962963,9,St-André / de Maisonneuve,de Maisonneuve / Aylmer
cloudy,N,20.0,1,Place de la paix ( Pl. du marché / St-Dominique ),St-Dominique / St-Viateur
cloudy,Y,18.116666666666667,1,Bishop / de Maisonneuve,Dorion / Ontario
fog,Y,16.720833333333335,4,Ottawa / William,Ottawa / William
fog,N,9.541666666666666,2,McEachran / Van Horne,Hutchison / Edouard Charles
sky is clear,N,5.016666666666667,1,Clark / St-Viateur,St-André / St-Grégoire
haze,Y,5.766666666666667,1,St-Dominique / St-Viateur,Coloniale / du Mont-Royal
sky is clear,Y,3.092857142857143,7,Evans / Clark,Sanguinet / de Maisonneuve
mist,Y,12.683333333333334,1,Duluth / St-Laurent,Rachel / Brébeuf
mist,Y,16.133333333333333,1,Ste-Catherine / St-Hubert,Napoléon /  St-Dominique
cloudy,Y,9.733333333333333,1,St-André / St-Antoine,Beaudry / Sherbrooke
cloudy,N,35.31666666666667,1,Ontario / Viau,St-Denis / de Maisonneuve
cloudy,Y,2.216666666666667,1,Marquette / Laurier,Garnier / St-Joseph
cloudy,Y,6.3125,4,St-Marc / Sherbrooke,de Maisonneuve / Robert-Bourassa
cloudy,Y,6.133333333333334,1,du Mont-Royal / Clark,Hutchison / des Pins
sky is clear,Y,12.8,1,de Bordeaux / Sherbrooke,Valois / Ontario
cloudy,Y,24.3,1,Marquette / du Mont-Royal,Bordeaux /Gilford
rain,Y,19.15,1,Ontario / du Havre,de Maisonneuve / Mansfield
cloudy,Y,4.654166666666667,8,Atwater / Sherbrooke,St-Mathieu /Ste-Catherine
fog,Y,7.75,2,de l'Esplanade / Laurier,Hélène-Baillargeon / St-Denis
cloudy,Y,18.683333333333334,2,Laval / Rachel,Mackay /de Maisonneuve (Sud)
cloudy,Y,22.55,1,Fullum / St-Joseph,de la Commune / McGill
mist,Y,12.437037037037037,9,Duluth / St-Laurent,St-Jacques / Gauvin
mist,Y,9.7,1,Bernard / Clark,de Châteaubriand / Beaubien
mist,Y,9.7,1,Ste-Catherine / St-Denis,de Maisonneuve / Stanley
cloudy,Y,12.766666666666667,2,Place de la paix ( Pl. du marché / St-Dominique ),Logan / Fullum
cloudy,N,8.6,1,Boyer / Jarry,St-Urbain / Beaubien
cloudy,Y,10.333333333333334,1,René-Lévesque / Papineau,Square Victoria
cloudy,Y,6.766666666666667,1,Gauthier / Papineau,Berri / Rachel
sky is clear,Y,17.25,1,De la Commune / King,Plessis / Ontario
cloudy,Y,6.766666666666667,2,Rivard / Rachel,Gilford / Brébeuf
cloudy,N,3.3895833333333334,8,de Maisonneuve / Stanley,de Maisonneuve / Robert-Bourassa
cloudy,Y,4.072222222222222,3,St-Dominique / Bernard,de Gaspé / Fairmount
cloudy,Y,7.933333333333334,1,Lespérance / Rouen,Dorion / Ontario
cloudy,Y,6.358333333333333,2,Milton / Université,d'Outremont / Ogilvy
cloudy,Y,3.658333333333333,2,Island / Centre,Métro Charlevoix (Centre / Charlevoix)
cloudy,Y,10.733333333333333,3,President-Kennedy / Robert Bourassa,St-Nicolas / Place d'Youville
mist,N,12.61111111111111,3,Logan / de Champlain,Belmont / Beaver Hall
cloudy,Y,20.183333333333334,1,Regina / Verdun,Mackay /de Maisonneuve (Sud)
sky is clear,Y,8.166666666666666,1,Chambly / Rachel,Métro Préfontaine (Moreau / Hochelaga)
cloudy,Y,33.44444444444444,3,Mackay /de Maisonneuve (Sud),Rachel / Brébeuf
cloudy,Y,37.916666666666664,3,Eadie/Dubois,Wolfe / René-Lévesque
cloudy,Y,15.583333333333334,1,de la Commune / Place Jacques-Cartier,Plessis / Ontario
cloudy,N,9.103333333333333,5,Marquette / Laurier,Fairmount / St-Dominique
mist,Y,29.766666666666666,1,Marquette / Laurier,de Maisonneuve / Mansfield
sky is clear,N,8.5,1,Atwater / Sherbrooke,Metcalfe / Ste-Catherine
mist,Y,4.533333333333333,1,St-Dominique / St-Viateur,Métro Laurier (Rivard / Laurier)
cloudy,Y,10.158333333333333,2,de Maisonneuve / Greene,Metcalfe / Square Dorchester
rain,Y,3.411111111111111,3,Casgrain / de Bellechasse,de Bellechasse / de St-Vallier
cloudy,Y,29.116666666666667,1,Wolfe / René-Lévesque,McEachran / Van Horne
cloudy,N,8.993333333333334,5,University / Prince-Arthur,Mackay /de Maisonneuve (Sud)
cloudy,N,65.36666666666666,1,Métro Villa Maria (Décarie / Monkland),Bernard / Jeanne-Mance
cloudy,N,6.466666666666667,1,Crescent / René-Lévesque,Union / President-Kennedy
cloudy,N,18.583333333333332,1,St-Germain / Hochelaga,Sanguinet / Ste-Catherine
cloudy,Y,8.033333333333333,1,7e avenue / St-Joseph,Pierre-de-Coubertin / Aird
cloudy,Y,21.8,1,Champagneur / Jean-Talon,St-André / Laurier
mist,Y,18.266666666666666,1,St-Jacques / St-Laurent,Bourgeoys / Favard
haze,Y,48.81666666666667,1,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),de Maisonneuve / Robert-Bourassa
sky is clear,Y,8.11111111111111,3,Marmier / St-Denis,St-Dominique / St-Zotique
mist,Y,11.05,1,de Maisonneuve / de Bleury,Wolfe / René-Lévesque
cloudy,Y,9.366666666666667,2,Jeanne Mance / du Mont-Royal,de la Roche / St-Joseph
fog,Y,15.516666666666667,1,Rivard / Rachel,de Châteaubriand / Beaubien
cloudy,N,6.566666666666666,1,Ernest-Gendreau / du Mont-Royal,Hochelaga / Chapleau
cloudy,N,3.1666666666666665,1,d'Outremont / Ogilvy,St-Alexandre / Ste-Catherine
cloudy,N,13.716666666666667,1,Wolfe / Robin,Valois / Ontario
cloudy,N,11.333333333333334,1,Waverly / St-Zotique,de Bordeaux / Jean-Talon
cloudy,Y,4.933333333333334,1,de Gaspé / Fairmount,Hélène-Baillargeon / St-Denis
cloudy,N,7.4,1,Parthenais / Laurier,du Mont-Royal / Augustin-Frigon
cloudy,Y,12.383333333333333,1,Laurier / Bordeaux,Clark / Laurier
cloudy,Y,23.833333333333332,1,Alma / Beaubien,Place de la paix ( Pl. du marché / St-Dominique )
sky is clear,Y,12.666666666666666,2,Montcalm / de Maisonneuve,St-Jacques / St-Pierre
cloudy,N,72.28333333333333,2,Métro Longueuil - Université de Sherbrooke,Métro Longueuil - Université de Sherbrooke
mist,N,10.133333333333333,1,Boyer / St-Zotique,de Bullion / St-Joseph
fog,Y,13.666666666666666,3,Champlain / Ontario,de Maisonneuve / Aylmer
sky is clear,Y,16.85,1,Laval / du Mont-Royal,Bishop / de Maisonneuve
cloudy,Y,6.0,1,Bourbonnière / du Mont-Royal,Omer-Lavallée / Midway
cloudy,Y,18.466666666666665,1,Atwater / Sherbrooke,St-André / Ontario
cloudy,Y,26.8,1,Marie-Anne / de la Roche,Métro Place St-Henri (St-Ferdinand / St-Jacques)
mist,Y,17.961111111111112,3,Drolet / St-Zotique,St-Viateur/Parc
cloudy,Y,3.0166666666666666,2,Boyer / Jean-Talon,Chambord / Bélanger
mist,Y,28.316666666666666,1,Jeanne d'Arc / Ontario,Sanguinet / Ste-Catherine
cloudy,N,15.633333333333333,1,Drummond / Ste-Catherine,Montcalm / de Maisonneuve
