weather_desc,is_member,duration_mean,count,start_station_name,end_station_name
cloudy,N,12.166666666666666,2,du Mont-Royal / du Parc,Dunlop / Van Horne
cloudy,Y,13.3,1,Fairmount / St-Dominique,de Bordeaux / Sherbrooke
cloudy,Y,39.35,2,Bourgeoys / Favard,Maguire / Henri-Julien
sky is clear,Y,16.883333333333333,1,Marcil / Sherbrooke,Bel Air / St-Antoine
cloudy,Y,34.31666666666667,1,Chabot / Everett,Gascon / Rachel
cloudy,Y,14.68888888888889,3,Métro Papineau (Cartier / Ste-Catherine),Napoléon /  St-Dominique
sky is clear,Y,14.316666666666666,1,des Érables / du Mont-Royal,des Érables / du Mont-Royal
cloudy,Y,9.819444444444445,6,de Maisonneuve / Stanley,de Maisonneuve / Greene
mist,Y,21.416666666666668,1,Gauthier / Papineau,10e Avenue / Rosemont
cloudy,N,31.533333333333335,1,des Érables / Rachel,de la Gauchetière / de Bleury
cloudy,Y,5.1,1,Hélène-Baillargeon / St-Denis,de Châteaubriand / Beaubien
fog,Y,5.833333333333333,1,Chabot / Everett,de Bordeaux / Beaubien
cloudy,Y,24.8,1,Guizot / St-Laurent,de l'Esplanade / Fairmount
cloudy,Y,11.616666666666667,1,Ste-Catherine / St-Denis,St-Dominique / Rachel
cloudy,Y,18.8,2,St-Urbain / Beaubien,St-Urbain / René-Lévesque
sky is clear,N,31.45,1,Benny / Crescent,McGill / des Récollets
cloudy,Y,8.416666666666666,1,Terrasse Guindon / Fullum,Émile-Duployé / Sherbrooke
sky is clear,N,16.133333333333333,1,7e avenue / St-Joseph,St-André / de Maisonneuve
cloudy,Y,18.233333333333334,1,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),Joliette / Ste-Catherine
cloudy,N,18.533333333333335,1,Maguire / St-Laurent,Wilderton  / Van Horne
mist,N,4.025,4,de l'Hôtel-de-Ville / Sherbrooke,Sanguinet / Ste-Catherine
rain,Y,6.033333333333333,1,Drolet / Villeray,Waverly / St-Zotique
cloudy,Y,10.95,1,St-Nicolas / Place d'Youville,Berri / de Maisonneuve
mist,Y,18.95,1,Parc du Pélican (2e avenue / St-Joseph),Marquette / Villeray
sky is clear,Y,9.833333333333334,5,Milton / Durocher,Crescent / René-Lévesque
mist,N,38.03333333333333,1,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),10e Avenue / Rosemont
sky is clear,Y,7.098148148148149,9,Bernard / Jeanne-Mance,McEachran / Van Horne
cloudy,Y,5.55,1,Alma / Beaubien,de Gaspé / St-Viateur
cloudy,N,23.9,1,des Érables / Bélanger,Villeneuve / St-Laurent
cloudy,Y,4.137280701754386,38,Hamilton / Jolicoeur,Métro Monk (Allard / Beaulieu)
cloudy,Y,4.45,1,Bordeaux / Masson,de la Roche / du Mont-Royal
cloudy,Y,12.375,2,Bordeaux /Gilford,Maguire / St-Laurent
sky is clear,Y,7.561111111111112,3,Métro Mont-Royal (Rivard / du Mont-Royal),Duluth / St-Laurent
cloudy,Y,9.483333333333333,1,Henri-Julien / de Castelneau,de Châteaubriand / Beaubien
sky is clear,Y,21.991666666666667,2,Alexandra / Jean Talon,Champlain / Ontario
sky is clear,Y,26.35,1,Jardin Botanique (Pie-IX / Sherbrooke),St-Cuthbert / St-Urbain
cloudy,Y,14.675,2,Hutchison / Edouard Charles,Villeneuve / de l'Hôtel-de-Ville
mist,N,15.35,1,Brébeuf / St-Grégoire,Sanguinet / Ontario
cloudy,Y,26.666666666666668,2,Terrasse Mercure / Fullum,Waverly / St-Zotique
sky is clear,Y,22.466666666666665,1,de Lanaudière / Marie-Anne,Notre-Dame / Peel
mist,Y,46.833333333333336,1,Notre-Dame / de la Montagne,Jardin Botanique (Pie-IX / Sherbrooke)
cloudy,Y,3.1333333333333333,1,Gilford / Brébeuf,Cartier / St-Joseph
cloudy,Y,5.3,2,Bishop / Ste-Catherine,de Maisonneuve / Robert-Bourassa
sky is clear,N,9.7,1,Lajeunesse / Crémazie,St-Dominique / Jean-Talon
cloudy,Y,9.716666666666667,1,de Maisonneuve / Robert-Bourassa,Berri / de Maisonneuve
cloudy,Y,25.2,1,Wilderton  / Van Horne,Prince-Arthur / du Parc
cloudy,Y,19.983333333333334,1,Henri-Julien / Jean-Talon,8e avenue / Beaubien
mist,Y,10.433333333333334,1,Cartier / Marie-Anne,Dandurand / de Lorimier
mist,Y,8.066666666666666,1,Lucien L'Allier / St-Jacques,Métro Lionel-Groulx (Lionel-Groulx / Charlevoix)
mist,Y,3.7,1,Berri / Cherrier,St-Denis / de Maisonneuve
cloudy,Y,9.1,1,Gauthier / Papineau,Gauthier / Papineau
cloudy,Y,20.5,1,Gascon / Rachel,Ste-Famille / Sherbrooke
cloudy,Y,24.616666666666667,1,de Gaspé / Jarry,Milton / Université
sky is clear,Y,7.666666666666667,1,Métro Parc  (Ogilvy / Hutchison),Henri-Julien / Jarry
cloudy,Y,22.316666666666666,1,McEachran / Van Horne,St-André / Duluth
fog,Y,10.783333333333333,2,de Bullion / St-Joseph,Milton / Clark
cloudy,N,34.5,1,Girouard / Terrebonne,Resther / St-Joseph
cloudy,Y,11.45,2,St-Viateur/Parc,de la Roche / du Mont-Royal
cloudy,Y,13.833333333333334,2,4e avenue / Masson,Boyer / du Mont-Royal
cloudy,Y,7.397222222222222,6,Marquette / Rachel,Métro Papineau (Cartier / Ste-Catherine)
cloudy,N,6.094444444444445,3,Clark / Laurier,Clark / Guilbault
sky is clear,Y,19.45,1,Cypress / Peel,St-André / Laurier
sky is clear,Y,81.98333333333333,1,des Seigneurs / Notre-Dame,Métro George-Vanier (St-Antoine / Canning)
cloudy,Y,29.633333333333333,1,Wolfe / Robin,Chauveau / de l'Assomption
sky is clear,Y,9.0,1,St-Viateur/Parc,Resther / St-Joseph
mist,Y,33.68333333333333,1,Métro Sauvé (Sauvé / Berri),Bernard / Clark
cloudy,Y,3.8733333333333335,55,Towers / Ste-Catherine,Mackay /de Maisonneuve (Sud)
cloudy,Y,57.016666666666666,2,Rouen / Fullum,Union / President-Kennedy
cloudy,Y,10.466666666666667,1,Villeneuve / St-Laurent,de Maisonneuve / de Bleury
cloudy,Y,14.633333333333333,1,Gauvin / Notre-Dame,Laporte / Guay
cloudy,Y,11.133333333333333,1,Gascon / Rachel,Ernest-Gendreau / du Mont-Royal
cloudy,Y,29.066666666666666,1,Gounod / St-Denis,Montcalm / de Maisonneuve
cloudy,Y,3.183333333333333,2,Plessis / Ontario,St-André / Ontario
cloudy,Y,6.65,1,de Bullion / St-Joseph,Napoléon /  St-Dominique
mist,Y,10.641666666666667,4,Mackay /de Maisonneuve (Sud),Métro Lionel-Groulx (Lionel-Groulx / Charlevoix)
cloudy,Y,12.85,1,de Bordeaux / Marie-Anne,Chabot / de Bellechasse
cloudy,Y,30.011111111111113,3,Poupart / Ste-Catherine,35e avenue / Beaubien
cloudy,Y,6.3,2,de la Gauchetière / Robert-Bourassa,Shannon / Ottawa
cloudy,Y,23.5,1,Drolet / Beaubien,Dézéry / Ontario
cloudy,Y,27.7,1,Marmier / St-Denis,Chambly / Rachel
cloudy,Y,14.15,2,Cartier / Marie-Anne,Poupart / Ontario
cloudy,Y,2.275,2,1ère avenue / Masson,Parc du Pélican (2e avenue / St-Joseph)
mist,Y,22.65,1,Drolet / St-Zotique,Calixa-Lavallée / Sherbrooke
cloudy,Y,26.183333333333334,2,Parc Jeanne Mance (monument George-Étienne Cartier),Victoria / de Maisonneuve
mist,Y,4.791666666666667,4,de Maisonneuve / de Bleury,Square Phillips
mist,Y,8.141666666666667,2,Metcalfe / de Maisonneuve,Métro Place-d'Armes (Viger / St-Urbain)
cloudy,Y,5.1,1,Evans / Clark,Métro Place-d'Armes (Viger / St-Urbain)
cloudy,N,7.316666666666666,1,Villeneuve / St-Urbain,Hutchison/ Prince-Arthur
mist,Y,7.1,1,du Mont-Royal / du Parc,Duluth / St-Denis
cloudy,N,15.666666666666666,1,de l'Esplanade / Fairmount,Gauthier / Papineau
fog,Y,6.216666666666667,1,Resther / du Mont-Royal,Calixa-Lavallée / Rachel
cloudy,Y,31.716666666666665,1,de Lanaudière / Bélanger,Metcalfe / de Maisonneuve
cloudy,Y,12.8,2,Berri / Sherbrooke,St-Dominique / Rachel
mist,Y,14.0,1,Bercy / Ontario,Laval / Duluth
fog,Y,12.85,1,de l'Hôtel-de-Ville / Sherbrooke,de Mentana / Laurier
cloudy,Y,30.233333333333334,1,Casgrain / Mozart,Parc Jean-Brillant (Swail / Decelles)
mist,Y,9.833333333333334,1,Valois / Ontario,Poupart / Ontario
fog,Y,3.691666666666667,2,Crescent / René-Lévesque,Peel / avenue des Canadiens de Montréal
fog,Y,3.183333333333333,1,Villeneuve / de l'Hôtel-de-Ville,Métro Mont-Royal (Rivard / du Mont-Royal)
sky is clear,Y,4.9,3,Brébeuf / St-Grégoire,de la Roche /  de Bellechasse
sky is clear,N,12.383333333333333,1,Marquette / du Mont-Royal,St-André / St-Antoine
cloudy,Y,9.333333333333334,1,President-Kennedy / Robert Bourassa,Calixa-Lavallée / Sherbrooke
fog,N,12.305555555555555,3,Rouen / Fullum,Alexandre-de-Sève / la Fontaine
sky is clear,Y,10.25,2,Hutchison / Van Horne,Maguire / Henri-Julien
sky is clear,Y,18.72222222222222,3,Plessis / Ontario,Mackay /de Maisonneuve (Sud)
cloudy,Y,12.416666666666666,1,Boyer / du Mont-Royal,Prince-Arthur / du Parc
cloudy,Y,21.583333333333332,1,de Gaspé / St-Viateur,des Écores / Jean-Talon
cloudy,Y,3.1214285714285714,7,Pontiac / Gilford,Métro Mont-Royal (Rivard / du Mont-Royal)
mist,Y,24.225,2,Boyer / St-Zotique,Duluth / de l'Esplanade
sky is clear,Y,23.15,1,Bourgeoys / Favard,McGill / des Récollets
rain,N,11.016666666666667,1,Dunlop / Van Horne,Bernard / Clark
cloudy,N,7.65,3,Larivière / de Lorimier,Wolfe / Robin
cloudy,Y,21.966666666666665,1,Hutchison / Beaubien,10e avenue / Masson
cloudy,N,31.316666666666666,1,Dorion / Ontario,Parc Outremont (Bloomfield / Elmwood)
cloudy,Y,3.191666666666667,2,de la Commune / St-Sulpice,McGill / Place d'Youville
cloudy,Y,13.38888888888889,3,Marie-Anne / St-Hubert,de Maisonneuve / de Bleury
rain,Y,22.016666666666666,1,Waverly / St-Zotique,de la Roche / du Mont-Royal
cloudy,Y,9.1,2,Evans / Clark,St-Cuthbert / St-Urbain
cloudy,Y,13.291666666666666,2,Sanguinet / Ontario,Queen / Wellington
mist,Y,27.316666666666666,1,du Mont-Royal / Vincent-d'Indy,Laval / Rachel
sky is clear,Y,15.316666666666666,1,St-André / St-Grégoire,Champagneur / Jean-Talon
cloudy,Y,14.058333333333334,2,Mackay /de Maisonneuve (Sud),Ste-Famille / des Pins
cloudy,Y,68.15,3,Cote St-Paul / St-Ambroise,St-André / Cherrier
cloudy,Y,10.283333333333333,1,Resther / St-Joseph,St-Dominique / Bernard
cloudy,Y,11.45,1,Casgrain / de Bellechasse,de Bullion / du Mont-Royal
fog,Y,6.758333333333334,2,Roy / St-Denis,Boyer / du Mont-Royal
fog,Y,12.633333333333333,1,Métro St-Laurent (de Maisonneuve / St-Laurent),St-Marc / Sherbrooke
sky is clear,Y,23.833333333333332,1,St-Zotique / Clark,de la Montagne / Sherbrooke
cloudy,Y,15.45,1,Union / President-Kennedy,Poupart / Ste-Catherine
cloudy,Y,12.75,1,St-André / Laurier,Bordeaux / St-Zotique
thunderstorm,Y,35.108333333333334,2,Garnier / du Mont-Royal,Wilderton  / Van Horne
mist,N,20.533333333333335,1,Villeneuve / du Parc,d'Outremont / Ogilvy
cloudy,Y,32.083333333333336,1,Place du Commerce,Notre-Dame / de la Montagne
sky is clear,Y,17.616666666666667,1,Crescent / René-Lévesque,St-André / Cherrier
cloudy,Y,16.6,1,Bordeaux / St-Zotique,Henri-Julien / Jarry
mist,Y,8.133333333333333,1,St-Viateur/Parc,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,N,18.791666666666668,2,de Maisonneuve / de Bleury,Joliette / Ste-Catherine
cloudy,N,17.258333333333333,2,Laval / du Mont-Royal,de Gaspé / Fairmount
haze,Y,10.791666666666666,2,Gare Canora,Gare Canora
sky is clear,Y,12.591666666666667,2,Dandurand / Papineau,Bélanger / St-Denis
cloudy,N,3.966666666666667,1,Métro Villa Maria (Décarie / Monkland),Hampton / Monkland
mist,Y,18.441666666666666,2,de Maisonneuve / de Bleury,des Érables / du Mont-Royal
cloudy,Y,11.233333333333333,1,Terrasse Guindon / Fullum,St-André / Robin
cloudy,Y,32.516666666666666,1,Hillside / Ste-Catherine,Hutchison / Edouard Charles
sky is clear,Y,16.05,1,Faillon / St-Denis,McEachran / Van Horne
rain,N,16.483333333333334,1,de Maisonneuve / Robert-Bourassa,Villeneuve / de l'Hôtel-de-Ville
sky is clear,N,7.972222222222222,3,du Mont-Royal / Clark,Marie-Anne / de la Roche
cloudy,Y,8.566666666666666,2,Sanguinet / Ontario,Laval / du Mont-Royal
mist,Y,6.866666666666666,1,Rousselot / Villeray,Cartier / Bélanger
cloudy,Y,3.2333333333333334,1,University / des Pins,Prince-Arthur / St-Urbain
mist,Y,2.7444444444444445,3,McGill / des Récollets,Queen / Ottawa
cloudy,Y,12.716666666666667,1,St-Dominique / Villeray,de Gaspé / St-Viateur
cloudy,Y,5.2125,4,du Mont-Royal / du Parc,Duluth / St-Laurent
sky is clear,Y,7.566666666666666,1,1ère avenue / Beaubien,Dandurand / de Lorimier
cloudy,Y,10.058333333333334,2,St-Jacques / St-Laurent,St-André / de Maisonneuve
cloudy,Y,18.716666666666665,1,des Érables / Bélanger,St-Dominique / St-Viateur
fog,Y,12.516666666666667,1,Ste-Famille / des Pins,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,N,11.25,1,Clark / St-Viateur,Métro St-Laurent (de Maisonneuve / St-Laurent)
cloudy,N,19.7,1,St-Urbain / de la Gauchetière,Marquette / St-Grégoire
cloudy,Y,13.616666666666667,10,Parc Plage,Métro Jean-Drapeau
cloudy,Y,5.75,1,de Maisonneuve / Robert-Bourassa,Peel / avenue des Canadiens de Montréal
rain,Y,7.983333333333333,3,Pontiac / Gilford,Fullum / Gilford
sky is clear,Y,15.5,1,Clark / Laurier,de l'Hôtel-de-Ville / Sherbrooke
cloudy,N,9.366666666666667,1,de Bellechasse / de St-Vallier,Gary-Carter / St-Laurent
cloudy,Y,7.516666666666667,1,Grand Boulevard / Sherbrooke,Mackay / René-Lévesque
cloudy,Y,28.85,1,Chambord / Bélanger,St-Cuthbert / St-Urbain
cloudy,Y,31.15,3,Marquette / Rachel,Collège Édouard-Montpetit
cloudy,Y,6.816666666666666,3,Rousselot / Villeray,Boyer / Jean-Talon
cloudy,Y,14.905555555555557,3,Square Victoria,Quesnel / Vinet
cloudy,Y,9.333333333333334,1,Brébeuf / St-Grégoire,Boyer / Jean-Talon
cloudy,N,9.041666666666666,2,Parthenais / Ste-Catherine,Square Ahmerst / Wolfe
cloudy,Y,10.516666666666667,1,St-André / Cherrier,de Maisonneuve / de Bleury
cloudy,N,8.491666666666667,2,Villeneuve / du Parc,Vallières / St-Dominique
cloudy,Y,29.679166666666667,4,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),Berri / Sherbrooke
cloudy,Y,15.8,1,Louis-Hébert / Beaubien,du Parc-La Fontaine / Duluth
fog,N,22.116666666666667,1,Cartier / Masson,Drolet / Beaubien
cloudy,Y,18.225,2,de Maisonneuve / de Bleury,du Mont-Royal / Clark
cloudy,N,13.633333333333333,1,des Érables / Rachel,Villeneuve / de l'Hôtel-de-Ville
thunderstorm,Y,10.656666666666666,5,Métro Mont-Royal (Rivard / du Mont-Royal),Vallières / St-Dominique
mist,Y,14.616666666666667,4,Drummond / de Maisonneuve,Métro Place-d'Armes (Viger / St-Urbain)
mist,Y,12.191666666666666,4,Chambord / Laurier,Alma / Beaubien
sky is clear,Y,7.8,1,St-Denis / de Maisonneuve,Duluth / St-Denis
mist,Y,78.96666666666667,1,Métro Jean-Drapeau,d'Outremont / Ogilvy
cloudy,Y,16.783333333333335,1,Bernard / Clark,de Maisonneuve / Mansfield
cloudy,Y,27.966666666666665,1,des Seigneurs / Notre-Dame,Monkland / Girouard
mist,Y,5.083333333333333,2,Hutchison / Sherbrooke,Place de la paix ( Pl. du marché / St-Dominique )
cloudy,N,32.38333333333333,1,Union / President-Kennedy,Darling / Sherbrooke
mist,Y,35.31666666666667,1,Hillside / Ste-Catherine,Plessis / Ontario
sky is clear,Y,15.5,1,Villeneuve / du Parc,Evans / Clark
mist,Y,8.858333333333333,2,Parc Jeanne Mance (monument George-Étienne Cartier),St-Jacques / Guy
sky is clear,Y,16.033333333333335,1,Bordeaux /Gilford,St-Dominique / St-Viateur
cloudy,Y,19.5,2,Notre-Dame-de-Grâce / Décarie,Mackay /de Maisonneuve (Sud)
mist,Y,5.383333333333334,1,3e avenue / Dandurand,d'Orléans / Masson
cloudy,Y,32.916666666666664,1,Chambord / Laurier,St-Jacques / St-Laurent
cloudy,Y,3.05,3,Émile-Duployé / Sherbrooke,Marquette / Rachel
mist,N,21.766666666666666,1,Augustin-Cantin / Shearer,Ste-Catherine / St-Hubert
mist,Y,7.4,1,Parc Jeanne Mance (monument George-Étienne Cartier),Président-Kennedy / McGill College
cloudy,Y,7.022222222222222,3,Ste-Famille / des Pins,St-Urbain / René-Lévesque
cloudy,Y,61.766666666666666,1,Métro Mont-Royal (Rivard / du Mont-Royal),de l'Église / de Verdun
cloudy,Y,7.766666666666667,2,de la Roche /  de Bellechasse,Chambord / Laurier
sky is clear,N,21.926190476190477,7,Mackay /de Maisonneuve (Sud),Benny / Crescent
sky is clear,Y,13.516666666666667,1,Rockland / Lajoie,Clark / Prince-Arthur
cloudy,N,18.116666666666667,1,de Lanaudière / Marie-Anne,de Maisonneuve / Stanley
cloudy,Y,14.316666666666666,1,Notre-Dame / de la Montagne,University / Prince-Arthur
cloudy,Y,26.15,1,Viger/Jeanne Mance,St-Germain / Hochelaga
cloudy,Y,15.983333333333333,1,Berri / St-Grégoire,de Maisonneuve / de Bleury
sky is clear,Y,12.016666666666667,1,de Lanaudière / Bélanger,Garnier / du Mont-Royal
cloudy,N,5.3,2,Square St-Louis,Milton / du Parc
sky is clear,N,2.7583333333333333,4,Clark / Prince-Arthur,Milton / Clark
cloudy,N,11.833333333333334,1,Ste-Catherine / St-Denis,Napoléon /  St-Dominique
cloudy,Y,30.7,2,Duluth / St-Denis,Square Sir-Georges-Étienne-Cartier / Léa Roback
rain,Y,2.183333333333333,1,Resther / St-Joseph,Gilford / Brébeuf
rain,Y,5.833333333333333,1,Métro Papineau (Cartier / Ste-Catherine),Montcalm / de Maisonneuve
cloudy,Y,16.8,2,de la Commune / St-Sulpice,de la Commune / St-Sulpice
sky is clear,Y,13.866666666666667,1,Wilderton  / Van Horne,Mozart / St-Laurent
cloudy,Y,1.9833333333333334,1,Ste-Catherine / McGill College,Président-Kennedy / McGill College
mist,Y,15.95,1,de Maisonneuve / Stanley,St-Antoine / St-François-Xavier
cloudy,Y,28.166666666666668,1,Desjardins / Ontario,Berri / de Maisonneuve
sky is clear,Y,10.4,1,Sanguinet / de Maisonneuve,Larivière / de Lorimier
cloudy,Y,17.341666666666665,4,de la Commune / Berri,Queen / Wellington
mist,N,13.333333333333334,1,de la Montagne / Sherbrooke,Square St-Louis
cloudy,Y,4.266666666666667,1,8e avenue / Beaubien,9e avenue / Dandurand
sky is clear,Y,13.102380952380951,7,St-Jacques / St-Laurent,René-Lévesque / Papineau
cloudy,Y,3.533333333333333,1,St-Urbain / René-Lévesque,St-Jacques / St-Laurent
fog,Y,17.066666666666666,2,Clark / de Liège,Hamel / Sauvé
sky is clear,Y,11.358333333333333,2,de la Montagne / Sherbrooke,Métro Place St-Henri (St-Ferdinand / St-Jacques)
fog,N,9.166666666666666,1,Lambert-Closse / Tupper,Duvernay / Charlevoix
cloudy,Y,5.166666666666667,1,Berri / de Maisonneuve,Ste-Catherine / St-Hubert
fog,Y,7.116666666666666,1,Clark / St-Viateur,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,Y,6.6,1,Casgrain / Mozart,de Châteaubriand / Beaubien
rain,Y,12.433333333333334,1,St-Dominique / St-Viateur,Gary-Carter / St-Laurent
cloudy,Y,8.05,1,de St-Vallier / Rosemont,Durocher / Bernard
thunderstorm,Y,6.05,2,Resther / du Mont-Royal,St-Dominique / Rachel
cloudy,Y,13.05,1,Calixa-Lavallée / Rachel,1ère avenue / Masson
cloudy,Y,14.783333333333333,1,du Mont-Royal / Clark,Ste-Catherine / St-Hubert
cloudy,Y,15.566666666666666,1,de St-Vallier / St-Zotique,Lajeunesse / Crémazie
cloudy,N,5.35,2,Fullum / Gilford,Fullum / Sherbrooke 
mist,Y,13.116666666666667,1,Hutchison/ Prince-Arthur,Guy / Notre-Dame
fog,Y,17.025,2,Bernard / Clark,Édouard-Montpetit / Stirling
cloudy,N,14.975,2,Marquette / Laurier,Boyer / Bélanger
rain,Y,37.9,1,Alma / Beaubien,Parthenais / Ste-Catherine
cloudy,Y,14.883333333333333,1,Union / President-Kennedy,Beaudry / Sherbrooke
fog,Y,12.466666666666667,1,Milton / du Parc,Clark / Laurier
mist,Y,13.55,1,Garnier / St-Joseph,Henri-Julien / Jean-Talon
mist,Y,6.627777777777778,3,d'Outremont / Ogilvy,Drummond / Ste-Catherine
cloudy,Y,16.31111111111111,3,Milton / Durocher,St-Mathieu /Ste-Catherine
cloudy,Y,8.466666666666667,3,McGill / Place d'Youville,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford)
cloudy,Y,4.0,2,de l'Esplanade / Fairmount,Maguire / Henri-Julien
cloudy,Y,3.5,2,Sanguinet / Ste-Catherine,St-Urbain / René-Lévesque
fog,Y,11.583333333333334,1,de Vendôme / de Maisonneuve,Greene / Workman
rain,Y,27.466666666666665,1,St-Urbain / de la Gauchetière,Ontario / Viau
cloudy,Y,27.383333333333333,1,Métro Outremont (Wiseman / Van Horne),Logan / Fullum
light intensity drizzle,N,7.9,3,Vallières / St-Dominique,Clark / Prince-Arthur
cloudy,Y,3.933333333333333,1,Alexandre-DeSève / de Maisonneuve,Wolfe / Robin
cloudy,Y,9.3,4,Marquette / du Mont-Royal,Roy / St-Christophe
cloudy,Y,2.7333333333333334,1,Tupper / Atwater,Tupper / Atwater
cloudy,N,2.279166666666667,4,President-Kennedy / Robert Bourassa,de Maisonneuve / de Bleury
cloudy,Y,22.6,1,Notre-Dame / St-Gabriel,Hutchison/ Prince-Arthur
cloudy,Y,15.833333333333334,1,Clark / Laurier,Bishop / Ste-Catherine
cloudy,Y,18.008333333333333,2,Gare Canora,St-Dominique / St-Viateur
fog,Y,9.358333333333333,2,Mentana / Marie-Anne,Fullum / St-Joseph
cloudy,Y,17.316666666666666,1,Mentana / Marie-Anne,de la Commune / McGill
mist,N,25.433333333333334,1,St-Zotique / Clark,de la Gauchetière / Robert-Bourassa
cloudy,Y,4.241666666666666,2,Villeneuve / du Parc,Clark / Rachel
cloudy,N,8.183333333333334,2,Towers / Ste-Catherine,Mansfield / Sherbrooke
cloudy,Y,20.15,1,Boyer / du Mont-Royal,26e avenue / Beaubien
cloudy,Y,29.533333333333335,1,Metcalfe / Ste-Catherine,Harvard / Monkland
cloudy,N,3.655555555555556,6,Laval / du Mont-Royal,Rivard / Rachel
sky is clear,Y,7.327777777777778,3,Square Phillips 2,Queen / Ottawa
cloudy,Y,15.083333333333334,1,de l'Esplanade / Laurier,de la Gauchetière / de Bleury
sky is clear,Y,5.433333333333334,1,Clark / Laurier,Casgrain / de Bellechasse
mist,Y,10.733333333333333,1,Gounod / St-Denis,des Écores / Jean-Talon
cloudy,Y,13.766666666666667,2,Alexandre-DeSève / de Maisonneuve,Poupart / Ontario
cloudy,Y,19.783333333333335,1,St-Viateur/Parc,Fabre / Beaubien
cloudy,N,9.754166666666666,8,Square Phillips,St-Urbain / René-Lévesque
mist,Y,12.21111111111111,6,St-Dominique / St-Viateur,de Bordeaux / Beaubien
rain,Y,11.033333333333333,1,Chambly / Rachel,de Lanaudière / Marie-Anne
cloudy,Y,19.216666666666665,2,de la Roche / du Mont-Royal,Place de la paix ( Pl. du marché / St-Dominique )
mist,Y,7.75,2,Édouard-Montpetit (Université de Montréal),Stuart / de la Côte-Ste-Catherine
cloudy,Y,16.116666666666667,1,Marquette / St-Grégoire,Bloomfield / Bernard
sky is clear,N,19.85,1,St-Mathieu /Ste-Catherine,Marcil / Sherbrooke
cloudy,Y,10.958333333333334,2,de la Roche / St-Joseph,Métro Papineau (Cartier / Ste-Catherine)
mist,Y,8.45,1,City Councillors / du President-Kennedy,Drummond / Ste-Catherine
cloudy,Y,20.75,1,18e avenue / Rosemont,des Érables / Sherbrooke
sky is clear,N,19.516666666666666,1,Gascon / Rachel,12e avenue / St-Zotique
rain,Y,13.8,1,Marquette / Laurier,3e avenue / Dandurand
mist,Y,27.316666666666666,1,Ann / William,St-Dominique / Rachel
sky is clear,Y,5.725,2,Duluth / de l'Esplanade,St-André / Duluth
cloudy,Y,6.35,1,Villeneuve / St-Laurent,de Mentana / Laurier
sky is clear,N,7.691666666666666,2,Ste-Catherine / St-Hubert,St-Urbain / de la Gauchetière
sky is clear,Y,35.81666666666667,1,Jacques-Cassault / Christophe-Colomb,Omer-Lavallée / Midway
cloudy,Y,18.6,1,Notre-Dame / Peel,Metcalfe / de Maisonneuve
cloudy,Y,16.733333333333334,1,Lespérance / Rouen,Parc Rosemont (Dandurand / d'Iberville)
cloudy,Y,9.066666666666666,1,de Bellechasse / de St-Vallier,Métro Mont-Royal (Rivard / du Mont-Royal)
mist,Y,15.166666666666666,1,St-Viateur/Parc,President-Kennedy / Robert Bourassa
fog,Y,5.116666666666666,2,Duluth / de l'Esplanade,Villeneuve / du Parc
cloudy,Y,4.483333333333333,5,Chabot / du Mont-Royal,Boyer / du Mont-Royal
cloudy,Y,29.533333333333335,1,St-Antoine / St-François-Xavier,1ère avenue / Masson
sky is clear,N,5.716666666666667,1,Faillon / St-Denis,de St-Vallier / St-Zotique
rain,Y,8.983333333333333,1,Gauvin / Notre-Dame,de Montmorency / Richardson
cloudy,Y,16.633333333333333,1,Clark / Laurier,Édouard-Montpetit / Stirling
rain,N,3.7666666666666666,1,Chambord / Laurier,Bordeaux / Masson
cloudy,Y,22.883333333333333,1,Mozart / St-Laurent,Milton / Clark
cloudy,Y,17.283333333333335,1,St-Zotique / Clark,Berri / de Maisonneuve
cloudy,N,6.775,2,Parthenais / Ste-Catherine,Wolfe / René-Lévesque
cloudy,Y,20.95,1,Boyer / Rosemont,St-Urbain / René-Lévesque
cloudy,Y,17.658333333333335,2,Marmier / St-Denis,Jardin Botanique (Pie-IX / Sherbrooke)
cloudy,Y,14.533333333333333,1,St-Urbain / Beaubien,St-Hubert / Rachel
mist,Y,19.983333333333334,1,Trans Island / Queen-Mary,de Gaspé / Fairmount
sky is clear,Y,7.816666666666666,1,Lucien L'Allier / St-Jacques,Ste-Catherine / McGill College
sky is clear,N,10.483333333333333,1,Hogan / Ontario,St-André / Robin
sky is clear,Y,7.758333333333334,2,Queen / Wellington,Place de la paix ( Pl. du marché / St-Dominique )
cloudy,Y,6.25,2,Hutchison / Edouard Charles,de Bullion / du Mont-Royal
cloudy,N,9.616666666666667,1,7e avenue / St-Joseph,de Lanaudière / Gilford
cloudy,N,23.95,1,Chambord / Bélanger,Brébeuf / St-Grégoire
cloudy,Y,9.216666666666667,1,7e avenue / St-Joseph,1ère avenue / Rosemont
cloudy,Y,11.425,2,Marquette / Rachel,Milton / Clark
cloudy,Y,4.488888888888889,3,Union / René-Lévesque,St-Urbain / René-Lévesque
